"","KO","LocusTag","B1T24","B2T24","B3T24","B1T48","B2T48","B3T48","Level_1","Level_2","Level_3","KOID","GeneName","BacterialStrain","Locus"
"195","K00059","Lachnospiraceae_bacterium_7_1_58FAA_00762",9,8,29,72,65,117,"09100 Metabolism","09103 Lipid metabolism","00061 Fatty acid biosynthesis [PATH:ko00061]","K00059"," fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]","Lachnospiraceae_bacterium","7_1_58FAA_00762"
"196","K00059","Anaerobutyricum_soehngenii_00856",84,151,17,3,10,19,"09100 Metabolism","09103 Lipid metabolism","00061 Fatty acid biosynthesis [PATH:ko00061]","K00059"," fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]","Anaerobutyricum_soehngenii","00856"
"197","K00059","Eubacterium_siraeum_00857",134,166,113,92,169,137,"09100 Metabolism","09103 Lipid metabolism","00061 Fatty acid biosynthesis [PATH:ko00061]","K00059"," fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]","Eubacterium_siraeum","00857"
"198","K00059","Lachnospiraceae_bacterium_7_1_58FAA_01415",10,8,14,38,63,67,"09100 Metabolism","09103 Lipid metabolism","00061 Fatty acid biosynthesis [PATH:ko00061]","K00059"," fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]","Lachnospiraceae_bacterium","7_1_58FAA_01415"
"199","K00059","Roseburia_intestinalis_03949",45,40,13,23,25,5,"09100 Metabolism","09103 Lipid metabolism","00061 Fatty acid biosynthesis [PATH:ko00061]","K00059"," fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]","Roseburia_intestinalis","03949"
"200","K00067","Bacteroides_ovatus_01033",30,20,51,101,108,159,"09100 Metabolism","09110 Biosynthesis of other secondary metabolites","00521 Streptomycin biosynthesis [PATH:ko00521]","K00067"," rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]","Bacteroides_ovatus","01033"
"201","K00067","Coprococcus_catus_00089",18,38,10,21,18,84,"09100 Metabolism","09110 Biosynthesis of other secondary metabolites","00521 Streptomycin biosynthesis [PATH:ko00521]","K00067"," rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]","Coprococcus_catus","00089"
"202","K00067","Bacteroides_xylanisolvens_02862",86,79,177,165,287,370,"09100 Metabolism","09110 Biosynthesis of other secondary metabolites","00521 Streptomycin biosynthesis [PATH:ko00521]","K00067"," rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]","Bacteroides_xylanisolvens","02862"
"203","K00067","Anaerobutyricum_soehngenii_00285",175,252,365,253,536,648,"09100 Metabolism","09110 Biosynthesis of other secondary metabolites","00521 Streptomycin biosynthesis [PATH:ko00521]","K00067"," rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]","Anaerobutyricum_soehngenii","00285"
"204","K00067","Bacteroides_ovatus_02188",50,112,378,162,217,268,"09100 Metabolism","09110 Biosynthesis of other secondary metabolites","00521 Streptomycin biosynthesis [PATH:ko00521]","K00067"," rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]","Bacteroides_ovatus","02188"
"205","K00067","Subdoligranulum_variabile_01929",78,71,162,368,308,508,"09100 Metabolism","09110 Biosynthesis of other secondary metabolites","00521 Streptomycin biosynthesis [PATH:ko00521]","K00067"," rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]","Subdoligranulum_variabile","01929"
"206","K00067","Roseburia_intestinalis_02667",103,101,134,59,65,90,"09100 Metabolism","09110 Biosynthesis of other secondary metabolites","00521 Streptomycin biosynthesis [PATH:ko00521]","K00067"," rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]","Roseburia_intestinalis","02667"
"207","K00067","Bacteroides_ovatus_01301",11,14,49,55,70,85,"09100 Metabolism","09110 Biosynthesis of other secondary metabolites","00521 Streptomycin biosynthesis [PATH:ko00521]","K00067"," rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]","Bacteroides_ovatus","01301"
"208","K00067","Subdoligranulum_variabile_02820",10,10,45,34,63,236,"09100 Metabolism","09110 Biosynthesis of other secondary metabolites","00521 Streptomycin biosynthesis [PATH:ko00521]","K00067"," rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]","Subdoligranulum_variabile","02820"
"209","K00067","Faecalibacterium_prausnitzii_00053",1184,1991,7079,4913,3415,4743,"09100 Metabolism","09110 Biosynthesis of other secondary metabolites","00521 Streptomycin biosynthesis [PATH:ko00521]","K00067"," rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]","Faecalibacterium_prausnitzii","00053"
"210","K00067","Bacteroides_xylanisolvens_02886",51,56,91,80,175,221,"09100 Metabolism","09110 Biosynthesis of other secondary metabolites","00521 Streptomycin biosynthesis [PATH:ko00521]","K00067"," rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]","Bacteroides_xylanisolvens","02886"
"211","K00068","Anaerobutyricum_soehngenii_01852",11,9,3,4,24,15,"09100 Metabolism","09101 Carbohydrate metabolism","00051 Fructose and mannose metabolism [PATH:ko00051]","K00068"," srlD; sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]","Anaerobutyricum_soehngenii","01852"
"212","K00074","Agathobacter_rectalis_00654",5302,7728,6807,472,487,1433,"09100 Metabolism","09105 Amino acid metabolism","00360 Phenylalanine metabolism [PATH:ko00360]","K00074"," paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]","Agathobacter_rectalis","00654"
"213","K00074","Lachnospiraceae_bacterium_7_1_58FAA_02760",22,11,33,85,130,135,"09100 Metabolism","09105 Amino acid metabolism","00360 Phenylalanine metabolism [PATH:ko00360]","K00074"," paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]","Lachnospiraceae_bacterium","7_1_58FAA_02760"
"214","K00074","Faecalibacterium_prausnitzii_01534",6171,10417,29499,20554,17322,21816,"09100 Metabolism","09105 Amino acid metabolism","00360 Phenylalanine metabolism [PATH:ko00360]","K00074"," paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]","Faecalibacterium_prausnitzii","01534"
"215","K00074","Lachnospiraceae_bacterium_7_1_58FAA_02851",1533,1505,1273,3499,2014,1403,"09100 Metabolism","09105 Amino acid metabolism","00360 Phenylalanine metabolism [PATH:ko00360]","K00074"," paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]","Lachnospiraceae_bacterium","7_1_58FAA_02851"
"216","K00074","Roseburia_intestinalis_03833",49,77,241,37,67,165,"09100 Metabolism","09105 Amino acid metabolism","00360 Phenylalanine metabolism [PATH:ko00360]","K00074"," paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]","Roseburia_intestinalis","03833"
"217","K00074","Lachnospiraceae_bacterium_7_1_58FAA_04945",11,2,13,29,43,55,"09100 Metabolism","09105 Amino acid metabolism","00360 Phenylalanine metabolism [PATH:ko00360]","K00074"," paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]","Lachnospiraceae_bacterium","7_1_58FAA_04945"
"218","K00074","Coprococcus_catus_01002",1,6,0,4,9,9,"09100 Metabolism","09105 Amino acid metabolism","00360 Phenylalanine metabolism [PATH:ko00360]","K00074"," paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]","Coprococcus_catus","01002"
"219","K00074","Subdoligranulum_variabile_01102",376,516,3034,3011,2565,4069,"09100 Metabolism","09105 Amino acid metabolism","00360 Phenylalanine metabolism [PATH:ko00360]","K00074"," paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]","Subdoligranulum_variabile","01102"
"220","K00074","Anaerobutyricum_soehngenii_00159",1362,3484,252,1523,1063,5350,"09100 Metabolism","09105 Amino acid metabolism","00360 Phenylalanine metabolism [PATH:ko00360]","K00074"," paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]","Anaerobutyricum_soehngenii","00159"
"221","K00074","Coprococcus_catus_02694",501,550,178,4379,3015,7465,"09100 Metabolism","09105 Amino acid metabolism","00360 Phenylalanine metabolism [PATH:ko00360]","K00074"," paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]","Coprococcus_catus","02694"
"222","K00074","Coprococcus_catus_02819",269,325,67,377,315,1455,"09100 Metabolism","09105 Amino acid metabolism","00360 Phenylalanine metabolism [PATH:ko00360]","K00074"," paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]","Coprococcus_catus","02819"
"223","K00075","Agathobacter_rectalis_00620",600,747,939,266,373,711,"09100 Metabolism","09107 Glycan biosynthesis and metabolism","00550 Peptidoglycan biosynthesis [PATH:ko00550]","K00075"," murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]","Agathobacter_rectalis","00620"
"224","K00075","Anaerobutyricum_soehngenii_00312",74,140,45,99,70,174,"09100 Metabolism","09107 Glycan biosynthesis and metabolism","00550 Peptidoglycan biosynthesis [PATH:ko00550]","K00075"," murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]","Anaerobutyricum_soehngenii","00312"
"225","K00075","Eubacterium_siraeum_01721",183,230,73,278,417,169,"09100 Metabolism","09107 Glycan biosynthesis and metabolism","00550 Peptidoglycan biosynthesis [PATH:ko00550]","K00075"," murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]","Eubacterium_siraeum","01721"
"226","K00075","Bacteroides_xylanisolvens_00710",66,94,172,141,255,369,"09100 Metabolism","09107 Glycan biosynthesis and metabolism","00550 Peptidoglycan biosynthesis [PATH:ko00550]","K00075"," murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]","Bacteroides_xylanisolvens","00710"
"227","K00075","Roseburia_intestinalis_03889",129,97,80,47,61,36,"09100 Metabolism","09107 Glycan biosynthesis and metabolism","00550 Peptidoglycan biosynthesis [PATH:ko00550]","K00075"," murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]","Roseburia_intestinalis","03889"
"228","K00075","Lachnospiraceae_bacterium_7_1_58FAA_03521",18,20,53,194,166,156,"09100 Metabolism","09107 Glycan biosynthesis and metabolism","00550 Peptidoglycan biosynthesis [PATH:ko00550]","K00075"," murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]","Lachnospiraceae_bacterium","7_1_58FAA_03521"
"229","K00075","Bacteroides_ovatus_01739",26,16,80,87,58,120,"09100 Metabolism","09107 Glycan biosynthesis and metabolism","00550 Peptidoglycan biosynthesis [PATH:ko00550]","K00075"," murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]","Bacteroides_ovatus","01739"
"230","K00075","Faecalibacterium_prausnitzii_01211",163,163,511,471,540,554,"09100 Metabolism","09107 Glycan biosynthesis and metabolism","00550 Peptidoglycan biosynthesis [PATH:ko00550]","K00075"," murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]","Faecalibacterium_prausnitzii","01211"
"231","K00075","Coprococcus_catus_00630",9,20,3,11,11,81,"09100 Metabolism","09107 Glycan biosynthesis and metabolism","00550 Peptidoglycan biosynthesis [PATH:ko00550]","K00075"," murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]","Coprococcus_catus","00630"
"232","K00075","Subdoligranulum_variabile_01683",49,52,132,130,183,356,"09100 Metabolism","09107 Glycan biosynthesis and metabolism","00550 Peptidoglycan biosynthesis [PATH:ko00550]","K00075"," murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]","Subdoligranulum_variabile","01683"
"233","K00077","Faecalibacterium_prausnitzii_02306",139,156,555,599,716,583,"09100 Metabolism","09108 Metabolism of cofactors and vitamins","00770 Pantothenate and CoA biosynthesis [PATH:ko00770]","K00077"," panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]","Faecalibacterium_prausnitzii","02306"
"234","K00077","Faecalibacterium_prausnitzii_01104",75,105,150,113,232,194,"09100 Metabolism","09108 Metabolism of cofactors and vitamins","00770 Pantothenate and CoA biosynthesis [PATH:ko00770]","K00077"," panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]","Faecalibacterium_prausnitzii","01104"
"235","K00077","Anaerobutyricum_soehngenii_00565",2,12,2,13,25,37,"09100 Metabolism","09108 Metabolism of cofactors and vitamins","00770 Pantothenate and CoA biosynthesis [PATH:ko00770]","K00077"," panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]","Anaerobutyricum_soehngenii","00565"
"236","K00077","Coprococcus_catus_02931",74,84,103,192,227,232,"09100 Metabolism","09108 Metabolism of cofactors and vitamins","00770 Pantothenate and CoA biosynthesis [PATH:ko00770]","K00077"," panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]","Coprococcus_catus","02931"
"237","K00077","Bacteroides_xylanisolvens_04305",16,30,78,30,47,33,"09100 Metabolism","09108 Metabolism of cofactors and vitamins","00770 Pantothenate and CoA biosynthesis [PATH:ko00770]","K00077"," panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]","Bacteroides_xylanisolvens","04305"
"238","K00077","Bacteroides_ovatus_00386",98,122,354,190,306,367,"09100 Metabolism","09108 Metabolism of cofactors and vitamins","00770 Pantothenate and CoA biosynthesis [PATH:ko00770]","K00077"," panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]","Bacteroides_ovatus","00386"
"239","K00087","Lachnospiraceae_bacterium_7_1_58FAA_04583",516,509,293,807,661,744,"09100 Metabolism","09104 Nucleotide metabolism","00230 Purine metabolism [PATH:ko00230]","K00087"," ygeS, xdhA; xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]","Lachnospiraceae_bacterium","7_1_58FAA_04583"
"240","K00087","Coprococcus_catus_03061",40,94,23,211,203,844,"09100 Metabolism","09104 Nucleotide metabolism","00230 Purine metabolism [PATH:ko00230]","K00087"," ygeS, xdhA; xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]","Coprococcus_catus","03061"
"241","K00088","Agathobacter_rectalis_02305",845,925,885,374,681,872,"09100 Metabolism","09104 Nucleotide metabolism","00230 Purine metabolism [PATH:ko00230]","K00088"," IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]","Agathobacter_rectalis","02305"
"242","K00088","Coprococcus_catus_03204",180,152,34,138,134,965,"09100 Metabolism","09104 Nucleotide metabolism","00230 Purine metabolism [PATH:ko00230]","K00088"," IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]","Coprococcus_catus","03204"
"243","K00088","Bacteroides_xylanisolvens_01331",602,1272,1449,126,163,216,"09100 Metabolism","09104 Nucleotide metabolism","00230 Purine metabolism [PATH:ko00230]","K00088"," IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]","Bacteroides_xylanisolvens","01331"
"244","K00088","Faecalibacterium_prausnitzii_01582",476,614,2705,3645,3642,3020,"09100 Metabolism","09104 Nucleotide metabolism","00230 Purine metabolism [PATH:ko00230]","K00088"," IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]","Faecalibacterium_prausnitzii","01582"
"245","K00088","Anaerobutyricum_soehngenii_01840",179,312,50,193,160,684,"09100 Metabolism","09104 Nucleotide metabolism","00230 Purine metabolism [PATH:ko00230]","K00088"," IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]","Anaerobutyricum_soehngenii","01840"
"246","K00088","Eubacterium_siraeum_01415",702,915,411,527,614,576,"09100 Metabolism","09104 Nucleotide metabolism","00230 Purine metabolism [PATH:ko00230]","K00088"," IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]","Eubacterium_siraeum","01415"
"247","K00088","Lachnospiraceae_bacterium_7_1_58FAA_03486",159,143,297,605,469,390,"09100 Metabolism","09104 Nucleotide metabolism","00230 Purine metabolism [PATH:ko00230]","K00088"," IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]","Lachnospiraceae_bacterium","7_1_58FAA_03486"
"248","K00088","Subdoligranulum_variabile_01853",146,112,152,540,396,606,"09100 Metabolism","09104 Nucleotide metabolism","00230 Purine metabolism [PATH:ko00230]","K00088"," IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]","Subdoligranulum_variabile","01853"
"249","K00088","Roseburia_intestinalis_02421",111,146,275,108,201,157,"09100 Metabolism","09104 Nucleotide metabolism","00230 Purine metabolism [PATH:ko00230]","K00088"," IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]","Roseburia_intestinalis","02421"
"250","K00088","Bacteroides_ovatus_03228",513,979,1720,384,346,417,"09100 Metabolism","09104 Nucleotide metabolism","00230 Purine metabolism [PATH:ko00230]","K00088"," IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]","Bacteroides_ovatus","03228"
"251","K00091","Faecalibacterium_prausnitzii_00214",118,109,91,197,372,290,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K00091"," E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219]","Faecalibacterium_prausnitzii","00214"
"252","K00096","Agathobacter_rectalis_02208",422,408,606,265,538,728,"09100 Metabolism","09103 Lipid metabolism","00564 Glycerophospholipid metabolism [PATH:ko00564]","K00096"," araM, egsA; glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]","Agathobacter_rectalis","02208"
"253","K00096","Roseburia_intestinalis_03575",99,136,81,41,57,21,"09100 Metabolism","09103 Lipid metabolism","00564 Glycerophospholipid metabolism [PATH:ko00564]","K00096"," araM, egsA; glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]","Roseburia_intestinalis","03575"
"254","K00096","Anaerobutyricum_soehngenii_00957",5,4,4,7,41,58,"09100 Metabolism","09103 Lipid metabolism","00564 Glycerophospholipid metabolism [PATH:ko00564]","K00096"," araM, egsA; glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]","Anaerobutyricum_soehngenii","00957"
"255","K00096","Anaerobutyricum_soehngenii_00113",289,220,16,283,233,427,"09100 Metabolism","09103 Lipid metabolism","00564 Glycerophospholipid metabolism [PATH:ko00564]","K00096"," araM, egsA; glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]","Anaerobutyricum_soehngenii","00113"
"256","K00097","Bacteroides_xylanisolvens_01177",60,151,374,42,80,139,"09100 Metabolism","09108 Metabolism of cofactors and vitamins","00750 Vitamin B6 metabolism [PATH:ko00750]","K00097"," pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]","Bacteroides_xylanisolvens","01177"
"257","K00097","Bacteroides_ovatus_02421",171,231,778,218,275,326,"09100 Metabolism","09108 Metabolism of cofactors and vitamins","00750 Vitamin B6 metabolism [PATH:ko00750]","K00097"," pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]","Bacteroides_ovatus","02421"
"258","K00099","Lachnospiraceae_bacterium_7_1_58FAA_00416",19,24,45,152,140,147,"09100 Metabolism","09109 Metabolism of terpenoids and polyketides","00900 Terpenoid backbone biosynthesis [PATH:ko00900]","K00099"," dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]","Lachnospiraceae_bacterium","7_1_58FAA_00416"
"259","K00099","Bacteroides_xylanisolvens_03491",28,41,128,54,112,140,"09100 Metabolism","09109 Metabolism of terpenoids and polyketides","00900 Terpenoid backbone biosynthesis [PATH:ko00900]","K00099"," dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]","Bacteroides_xylanisolvens","03491"
"260","K00099","Faecalibacterium_prausnitzii_01055",233,333,1138,740,532,602,"09100 Metabolism","09109 Metabolism of terpenoids and polyketides","00900 Terpenoid backbone biosynthesis [PATH:ko00900]","K00099"," dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]","Faecalibacterium_prausnitzii","01055"
"261","K00099","Roseburia_intestinalis_00692",50,73,35,11,17,7,"09100 Metabolism","09109 Metabolism of terpenoids and polyketides","00900 Terpenoid backbone biosynthesis [PATH:ko00900]","K00099"," dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]","Roseburia_intestinalis","00692"
"262","K00099","Faecalibacterium_prausnitzii_01054",193,212,1003,533,366,507,"09100 Metabolism","09109 Metabolism of terpenoids and polyketides","00900 Terpenoid backbone biosynthesis [PATH:ko00900]","K00099"," dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]","Faecalibacterium_prausnitzii","01054"
"263","K00099","Anaerobutyricum_soehngenii_00922",30,66,10,10,24,63,"09100 Metabolism","09109 Metabolism of terpenoids and polyketides","00900 Terpenoid backbone biosynthesis [PATH:ko00900]","K00099"," dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]","Anaerobutyricum_soehngenii","00922"
"264","K00099","Subdoligranulum_variabile_01833",138,131,448,291,284,536,"09100 Metabolism","09109 Metabolism of terpenoids and polyketides","00900 Terpenoid backbone biosynthesis [PATH:ko00900]","K00099"," dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]","Subdoligranulum_variabile","01833"
"265","K00099","Eubacterium_siraeum_00085",186,246,70,231,334,148,"09100 Metabolism","09109 Metabolism of terpenoids and polyketides","00900 Terpenoid backbone biosynthesis [PATH:ko00900]","K00099"," dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]","Eubacterium_siraeum","00085"
"266","K00099","Bacteroides_ovatus_04331",59,59,181,146,188,215,"09100 Metabolism","09109 Metabolism of terpenoids and polyketides","00900 Terpenoid backbone biosynthesis [PATH:ko00900]","K00099"," dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]","Bacteroides_ovatus","04331"
"267","K00099","Coprococcus_catus_01610",60,82,34,43,24,217,"09100 Metabolism","09109 Metabolism of terpenoids and polyketides","00900 Terpenoid backbone biosynthesis [PATH:ko00900]","K00099"," dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]","Coprococcus_catus","01610"
"268","K00099","Agathobacter_rectalis_01596",457,580,770,226,408,588,"09100 Metabolism","09109 Metabolism of terpenoids and polyketides","00900 Terpenoid backbone biosynthesis [PATH:ko00900]","K00099"," dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]","Agathobacter_rectalis","01596"
"269","K00104","Anaerobutyricum_soehngenii_00961",4397,9868,16,339,85,1422,"09100 Metabolism","09101 Carbohydrate metabolism","00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]","K00104"," glcD; glycolate oxidase [EC:1.1.3.15]","Anaerobutyricum_soehngenii","00961"
"270","K00104","Coprococcus_catus_01473",34,63,9,61,74,141,"09100 Metabolism","09101 Carbohydrate metabolism","00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]","K00104"," glcD; glycolate oxidase [EC:1.1.3.15]","Coprococcus_catus","01473"
"271","K00104","Coprococcus_catus_02062",3386,3968,699,4934,3556,14550,"09100 Metabolism","09101 Carbohydrate metabolism","00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]","K00104"," glcD; glycolate oxidase [EC:1.1.3.15]","Coprococcus_catus","02062"
"272","K00111","Lachnospiraceae_bacterium_7_1_58FAA_02789",12,20,33,86,125,182,"09100 Metabolism","09103 Lipid metabolism","00564 Glycerophospholipid metabolism [PATH:ko00564]","K00111"," glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]","Lachnospiraceae_bacterium","7_1_58FAA_02789"
"273","K00111","Anaerobutyricum_soehngenii_02623",333,582,145,511,424,939,"09100 Metabolism","09103 Lipid metabolism","00564 Glycerophospholipid metabolism [PATH:ko00564]","K00111"," glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]","Anaerobutyricum_soehngenii","02623"
"274","K00111","Agathobacter_rectalis_02345",471,568,1029,384,773,1069,"09100 Metabolism","09103 Lipid metabolism","00564 Glycerophospholipid metabolism [PATH:ko00564]","K00111"," glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]","Agathobacter_rectalis","02345"
"275","K00111","Subdoligranulum_variabile_02927",38,40,153,155,200,478,"09100 Metabolism","09103 Lipid metabolism","00564 Glycerophospholipid metabolism [PATH:ko00564]","K00111"," glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]","Subdoligranulum_variabile","02927"
"276","K00111","Coprococcus_catus_00968",38,45,24,278,148,616,"09100 Metabolism","09103 Lipid metabolism","00564 Glycerophospholipid metabolism [PATH:ko00564]","K00111"," glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]","Coprococcus_catus","00968"
"277","K00111","Lachnospiraceae_bacterium_7_1_58FAA_00679",56,19,22,52,66,64,"09100 Metabolism","09103 Lipid metabolism","00564 Glycerophospholipid metabolism [PATH:ko00564]","K00111"," glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]","Lachnospiraceae_bacterium","7_1_58FAA_00679"
"278","K00111","Roseburia_intestinalis_02266",111,128,212,53,69,14,"09100 Metabolism","09103 Lipid metabolism","00564 Glycerophospholipid metabolism [PATH:ko00564]","K00111"," glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]","Roseburia_intestinalis","02266"
"279","K00111","Lachnospiraceae_bacterium_7_1_58FAA_00680",50,24,24,63,101,115,"09100 Metabolism","09103 Lipid metabolism","00564 Glycerophospholipid metabolism [PATH:ko00564]","K00111"," glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]","Lachnospiraceae_bacterium","7_1_58FAA_00680"
"280","K00128","Subdoligranulum_variabile_02936",24,28,99,82,112,284,"09100 Metabolism","09105 Amino acid metabolism","00280 Valine, leucine and isoleucine degradation [PATH:ko00280]","K00128"," ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Subdoligranulum_variabile","02936"
"281","K00128","Coprococcus_catus_02929",16,14,5,43,51,115,"09100 Metabolism","09105 Amino acid metabolism","00280 Valine, leucine and isoleucine degradation [PATH:ko00280]","K00128"," ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Coprococcus_catus","02929"
"282","K00128","Lachnospiraceae_bacterium_7_1_58FAA_02667",40,60,89,359,319,382,"09100 Metabolism","09105 Amino acid metabolism","00280 Valine, leucine and isoleucine degradation [PATH:ko00280]","K00128"," ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","Lachnospiraceae_bacterium","7_1_58FAA_02667"
"283","K00133","Anaerobutyricum_soehngenii_01834",86,149,25,49,58,258,"09100 Metabolism","09110 Biosynthesis of other secondary metabolites","00261 Monobactam biosynthesis [PATH:ko00261]","K00133"," asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]","Anaerobutyricum_soehngenii","01834"
"284","K00133","Agathobacter_rectalis_01961",287,384,493,270,601,690,"09100 Metabolism","09110 Biosynthesis of other secondary metabolites","00261 Monobactam biosynthesis [PATH:ko00261]","K00133"," asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]","Agathobacter_rectalis","01961"
